uniprot_accession,go_id,aspect,go_name
P07900,GO:0101031,cellular_component,protein folding chaperone complex
P07900,GO:0101031,cellular_component,protein folding chaperone complex
P09429,GO:0000400,molecular_function,four-way junction DNA binding
P09429,GO:0000405,molecular_function,bubble DNA binding
P09429,GO:0000976,molecular_function,transcription cis-regulatory region binding
P09429,GO:0001530,molecular_function,lipopolysaccharide binding
P09429,GO:0001786,molecular_function,phosphatidylserine binding
P09429,GO:0003677,molecular_function,DNA binding
P09429,GO:0003684,molecular_function,damaged DNA binding
P09429,GO:0003684,molecular_function,damaged DNA binding
P09429,GO:0003684,molecular_function,damaged DNA binding
P09429,GO:0003690,molecular_function,double-stranded DNA binding
P09429,GO:0003690,molecular_function,double-stranded DNA binding
P09429,GO:0003697,molecular_function,single-stranded DNA binding
P09429,GO:0003713,molecular_function,transcription coactivator activity
P09429,GO:0003714,molecular_function,transcription corepressor activity
P09429,GO:0003714,molecular_function,transcription corepressor activity
P09429,GO:0003723,molecular_function,RNA binding
P09429,GO:0003723,molecular_function,RNA binding
P09429,GO:0003725,molecular_function,double-stranded RNA binding
P09429,GO:0003727,molecular_function,single-stranded RNA binding
P09429,GO:0005125,molecular_function,cytokine activity
P09429,GO:0005125,molecular_function,cytokine activity
P09429,GO:0005178,molecular_function,integrin binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0005515,molecular_function,protein binding
P09429,GO:0008301,molecular_function,"DNA binding, bending"
P09429,GO:0008301,molecular_function,"DNA binding, bending"
P09429,GO:0008301,molecular_function,"DNA binding, bending"
P09429,GO:0010858,molecular_function,calcium-dependent protein kinase regulator activity
P09429,GO:0016829,molecular_function,lyase activity
P09429,GO:0019958,molecular_function,C-X-C chemokine binding
P09429,GO:0030295,molecular_function,protein kinase activator activity
P09429,GO:0042056,molecular_function,chemoattractant activity
P09429,GO:0048018,molecular_function,receptor ligand activity
P09429,GO:0048018,molecular_function,receptor ligand activity
P09429,GO:0050786,molecular_function,RAGE receptor binding
P09429,GO:0061629,molecular_function,RNA polymerase II-specific DNA-binding transcription factor binding
P09429,GO:0070182,molecular_function,DNA polymerase binding
P09429,GO:0097100,molecular_function,supercoiled DNA binding
P09429,GO:0140297,molecular_function,DNA-binding transcription factor binding
P09429,GO:0140656,molecular_function,endodeoxyribonuclease activator activity
P09429,GO:0000122,biological_process,negative regulation of transcription by RNA polymerase II
P09429,GO:0000122,biological_process,negative regulation of transcription by RNA polymerase II
P09429,GO:0000122,biological_process,negative regulation of transcription by RNA polymerase II
P09429,GO:0001773,biological_process,myeloid dendritic cell activation
P09429,GO:0001773,biological_process,myeloid dendritic cell activation
P09429,GO:0001935,biological_process,endothelial cell proliferation
P09429,GO:0001938,biological_process,positive regulation of endothelial cell proliferation
P09429,GO:0002218,biological_process,activation of innate immune response
P09429,GO:0002270,biological_process,plasmacytoid dendritic cell activation
P09429,GO:0002281,biological_process,macrophage activation involved in immune response
P09429,GO:0002407,biological_process,dendritic cell chemotaxis
P09429,GO:0002437,biological_process,inflammatory response to antigenic stimulus
P09429,GO:0002643,biological_process,regulation of tolerance induction
P09429,GO:0002643,biological_process,regulation of tolerance induction
P09429,GO:0002840,biological_process,regulation of T cell mediated immune response to tumor cell
P09429,GO:0002840,biological_process,regulation of T cell mediated immune response to tumor cell
P09429,GO:0006259,biological_process,DNA metabolic process
P09429,GO:0006265,biological_process,DNA topological change
P09429,GO:0006284,biological_process,base-excision repair
P09429,GO:0006302,biological_process,double-strand break repair
P09429,GO:0006303,biological_process,double-strand break repair via nonhomologous end joining
P09429,GO:0006310,biological_process,DNA recombination
P09429,GO:0006325,biological_process,chromatin organization
P09429,GO:0006338,biological_process,chromatin remodeling
P09429,GO:0006954,biological_process,inflammatory response
P09429,GO:0006955,biological_process,immune response
P09429,GO:0007165,biological_process,signal transduction
P09429,GO:0007204,biological_process,positive regulation of cytosolic calcium ion concentration
P09429,GO:0010508,biological_process,positive regulation of autophagy
P09429,GO:0010508,biological_process,positive regulation of autophagy
P09429,GO:0010596,biological_process,negative regulation of endothelial cell migration
P09429,GO:0017055,biological_process,negative regulation of RNA polymerase II transcription preinitiation complex assembly
P09429,GO:0031175,biological_process,neuron projection development
P09429,GO:0031507,biological_process,heterochromatin formation
P09429,GO:0032392,biological_process,DNA geometric change
P09429,GO:0032425,biological_process,positive regulation of mismatch repair
P09429,GO:0032689,biological_process,negative regulation of type II interferon production
P09429,GO:0032722,biological_process,positive regulation of chemokine production
P09429,GO:0032727,biological_process,positive regulation of interferon-alpha production
P09429,GO:0032728,biological_process,positive regulation of interferon-beta production
P09429,GO:0032731,biological_process,positive regulation of interleukin-1 beta production
P09429,GO:0032732,biological_process,positive regulation of interleukin-1 production
P09429,GO:0032732,biological_process,positive regulation of interleukin-1 production
P09429,GO:0032733,biological_process,positive regulation of interleukin-10 production
P09429,GO:0032735,biological_process,positive regulation of interleukin-12 production
P09429,GO:0032755,biological_process,positive regulation of interleukin-6 production
P09429,GO:0032755,biological_process,positive regulation of interleukin-6 production
P09429,GO:0032755,biological_process,positive regulation of interleukin-6 production
P09429,GO:0032757,biological_process,positive regulation of interleukin-8 production
P09429,GO:0032760,biological_process,positive regulation of tumor necrosis factor production
P09429,GO:0032760,biological_process,positive regulation of tumor necrosis factor production
P09429,GO:0033151,biological_process,V(D)J recombination
P09429,GO:0034137,biological_process,positive regulation of toll-like receptor 2 signaling pathway
P09429,GO:0034145,biological_process,positive regulation of toll-like receptor 4 signaling pathway
P09429,GO:0034165,biological_process,positive regulation of toll-like receptor 9 signaling pathway
P09429,GO:0035711,biological_process,T-helper 1 cell activation
P09429,GO:0035767,biological_process,endothelial cell chemotaxis
P09429,GO:0042104,biological_process,positive regulation of activated T cell proliferation
P09429,GO:0043065,biological_process,positive regulation of apoptotic process
P09429,GO:0043277,biological_process,apoptotic cell clearance
P09429,GO:0043371,biological_process,"negative regulation of CD4-positive, alpha-beta T cell differentiation"
P09429,GO:0043388,biological_process,positive regulation of DNA binding
P09429,GO:0043388,biological_process,positive regulation of DNA binding
P09429,GO:0043410,biological_process,positive regulation of MAPK cascade
P09429,GO:0043536,biological_process,positive regulation of blood vessel endothelial cell migration
P09429,GO:0043537,biological_process,negative regulation of blood vessel endothelial cell migration
P09429,GO:0045063,biological_process,T-helper 1 cell differentiation
P09429,GO:0045089,biological_process,positive regulation of innate immune response
P09429,GO:0045597,biological_process,positive regulation of cell differentiation
P09429,GO:0045944,biological_process,positive regulation of transcription by RNA polymerase II
P09429,GO:0046330,biological_process,positive regulation of JNK cascade
P09429,GO:0046598,biological_process,positive regulation of viral entry into host cell
P09429,GO:0050792,biological_process,regulation of viral process
P09429,GO:0050918,biological_process,positive chemotaxis
P09429,GO:0051052,biological_process,regulation of DNA metabolic process
P09429,GO:0070374,biological_process,positive regulation of ERK1 and ERK2 cascade
P09429,GO:0070374,biological_process,positive regulation of ERK1 and ERK2 cascade
P09429,GO:0071222,biological_process,cellular response to lipopolysaccharide
P09429,GO:0071222,biological_process,cellular response to lipopolysaccharide
P09429,GO:0071639,biological_process,positive regulation of monocyte chemotactic protein-1 production
P09429,GO:0090026,biological_process,positive regulation of monocyte chemotaxis
P09429,GO:0090303,biological_process,positive regulation of wound healing
P09429,GO:0097350,biological_process,neutrophil clearance
P09429,GO:1901224,biological_process,positive regulation of non-canonical NF-kappaB signal transduction
P09429,GO:1903672,biological_process,positive regulation of sprouting angiogenesis
P09429,GO:1903706,biological_process,regulation of hemopoiesis
P09429,GO:1905564,biological_process,positive regulation of vascular endothelial cell proliferation
P09429,GO:2000343,biological_process,positive regulation of chemokine (C-X-C motif) ligand 2 production
P09429,GO:2000426,biological_process,negative regulation of apoptotic cell clearance
P09429,GO:2000819,biological_process,regulation of nucleotide-excision repair
P09429,GO:2001200,biological_process,positive regulation of dendritic cell differentiation
P09429,GO:0005615,cellular_component,obsolete extracellular space
P09429,GO:0005634,cellular_component,nucleus
P09429,GO:0000793,cellular_component,condensed chromosome
P09429,GO:0000793,cellular_component,condensed chromosome
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005576,cellular_component,extracellular region
P09429,GO:0005615,cellular_component,obsolete extracellular space
P09429,GO:0005615,cellular_component,obsolete extracellular space
P09429,GO:0005615,cellular_component,obsolete extracellular space
P09429,GO:0005634,cellular_component,nucleus
P09429,GO:0005634,cellular_component,nucleus
P09429,GO:0005634,cellular_component,nucleus
P09429,GO:0005634,cellular_component,nucleus
P09429,GO:0005654,cellular_component,nucleoplasm
P09429,GO:0005654,cellular_component,nucleoplasm
P09429,GO:0005654,cellular_component,nucleoplasm
P09429,GO:0005694,cellular_component,chromosome
P09429,GO:0005737,cellular_component,cytoplasm
P09429,GO:0005768,cellular_component,endosome
P09429,GO:0005769,cellular_component,early endosome
P09429,GO:0005783,cellular_component,endoplasmic reticulum
P09429,GO:0005783,cellular_component,endoplasmic reticulum
P09429,GO:0005793,cellular_component,endoplasmic reticulum-Golgi intermediate compartment
P09429,GO:0005886,cellular_component,plasma membrane
P09429,GO:0009986,cellular_component,cell surface
P09429,GO:0034774,cellular_component,secretory granule lumen
P09429,GO:0043005,cellular_component,neuron projection
P09429,GO:1904813,cellular_component,ficolin-1-rich granule lumen
P09429,GO:0017053,cellular_component,transcription repressor complex
P09429,GO:0035868,cellular_component,alphav-beta3 integrin-HMGB1 complex
P09525,GO:0001786,molecular_function,phosphatidylserine binding
P09525,GO:0004859,molecular_function,phospholipase inhibitor activity
P09525,GO:0005509,molecular_function,calcium ion binding
P09525,GO:0005509,molecular_function,calcium ion binding
P09525,GO:0005515,molecular_function,protein binding
P09525,GO:0005515,molecular_function,protein binding
P09525,GO:0005515,molecular_function,protein binding
P09525,GO:0005515,molecular_function,protein binding
P09525,GO:0005515,molecular_function,protein binding
P09525,GO:0005515,molecular_function,protein binding
P09525,GO:0005515,molecular_function,protein binding
P09525,GO:0005515,molecular_function,protein binding
P09525,GO:0005515,molecular_function,protein binding
P09525,GO:0005515,molecular_function,protein binding
P09525,GO:0005515,molecular_function,protein binding
P09525,GO:0005515,molecular_function,protein binding
P09525,GO:0005515,molecular_function,protein binding
P09525,GO:0005515,molecular_function,protein binding
P09525,GO:0005544,molecular_function,calcium-dependent phospholipid binding
P09525,GO:0005544,molecular_function,calcium-dependent phospholipid binding
P09525,GO:0005544,molecular_function,calcium-dependent phospholipid binding
P09525,GO:0005544,molecular_function,calcium-dependent phospholipid binding
P09525,GO:0042802,molecular_function,identical protein binding
P09525,GO:0048306,molecular_function,calcium-dependent protein binding
P09525,GO:0048306,molecular_function,calcium-dependent protein binding
P09525,GO:0051059,molecular_function,NF-kappaB binding
P09525,GO:0051059,molecular_function,NF-kappaB binding
P09525,GO:0140416,molecular_function,transcription regulator inhibitor activity
P09525,GO:0000122,biological_process,negative regulation of transcription by RNA polymerase II
P09525,GO:0007165,biological_process,signal transduction
P09525,GO:0010804,biological_process,negative regulation of tumor necrosis factor-mediated signaling pathway
P09525,GO:0030855,biological_process,epithelial cell differentiation
P09525,GO:0032717,biological_process,negative regulation of interleukin-8 production
P09525,GO:0043066,biological_process,negative regulation of apoptotic process
P09525,GO:0043124,biological_process,negative regulation of canonical NF-kappaB signal transduction
P09525,GO:0005634,cellular_component,nucleus
P09525,GO:0005737,cellular_component,cytoplasm
P09525,GO:0005886,cellular_component,plasma membrane
P09525,GO:0012506,cellular_component,vesicle membrane
P09525,GO:0005634,cellular_component,nucleus
P09525,GO:0005634,cellular_component,nucleus
P09525,GO:0005737,cellular_component,cytoplasm
P09525,GO:0005737,cellular_component,cytoplasm
P09525,GO:0005886,cellular_component,plasma membrane
P09525,GO:0009986,cellular_component,cell surface
P09525,GO:0012506,cellular_component,vesicle membrane
P09525,GO:0031012,cellular_component,extracellular matrix
P09525,GO:0031012,cellular_component,extracellular matrix
P09525,GO:0031965,cellular_component,nuclear membrane
P09525,GO:0042589,cellular_component,zymogen granule membrane
P09525,GO:0048471,cellular_component,perinuclear region of cytoplasm
P09525,GO:0070062,cellular_component,extracellular exosome
P09525,GO:0070062,cellular_component,extracellular exosome
P09525,GO:0070062,cellular_component,extracellular exosome
P09525,GO:0070062,cellular_component,extracellular exosome
P10145,GO:0010628,biological_process,positive regulation of gene expression
P10145,GO:0010628,biological_process,positive regulation of gene expression
P10145,GO:0010629,biological_process,negative regulation of gene expression
P10145,GO:0060354,biological_process,negative regulation of cell adhesion molecule production
P10145,GO:0005153,molecular_function,interleukin-8 receptor binding
P10145,GO:0005153,molecular_function,interleukin-8 receptor binding
P10145,GO:0005515,molecular_function,protein binding
P10145,GO:0005515,molecular_function,protein binding
P10145,GO:0005515,molecular_function,protein binding
P10145,GO:0005515,molecular_function,protein binding
P10145,GO:0005515,molecular_function,protein binding
P10145,GO:0005515,molecular_function,protein binding
P10145,GO:0005515,molecular_function,protein binding
P10145,GO:0005515,molecular_function,protein binding
P10145,GO:0005515,molecular_function,protein binding
P10145,GO:0005515,molecular_function,protein binding
P10145,GO:0005515,molecular_function,protein binding
P10145,GO:0005515,molecular_function,protein binding
P10145,GO:0008009,molecular_function,chemokine activity
P10145,GO:0008009,molecular_function,chemokine activity
P10145,GO:0008009,molecular_function,chemokine activity
P10145,GO:0008009,molecular_function,chemokine activity
P10145,GO:0008009,molecular_function,chemokine activity
P10145,GO:0008201,molecular_function,heparin binding
P10145,GO:0045236,molecular_function,CXCR chemokine receptor binding
P10145,GO:0045236,molecular_function,CXCR chemokine receptor binding
P10145,GO:0001525,biological_process,angiogenesis
P10145,GO:0002237,biological_process,response to molecule of bacterial origin
P10145,GO:0006935,biological_process,chemotaxis
P10145,GO:0006935,biological_process,chemotaxis
P10145,GO:0006952,biological_process,defense response
P10145,GO:0006954,biological_process,inflammatory response
P10145,GO:0006954,biological_process,inflammatory response
P10145,GO:0006954,biological_process,inflammatory response
P10145,GO:0006955,biological_process,immune response
P10145,GO:0007165,biological_process,signal transduction
P10145,GO:0007186,biological_process,G protein-coupled receptor signaling pathway
P10145,GO:0007186,biological_process,G protein-coupled receptor signaling pathway
P10145,GO:0007204,biological_process,positive regulation of cytosolic calcium ion concentration
P10145,GO:0008285,biological_process,negative regulation of cell population proliferation
P10145,GO:0019722,biological_process,calcium-mediated signaling
P10145,GO:0030155,biological_process,regulation of cell adhesion
P10145,GO:0030593,biological_process,neutrophil chemotaxis
P10145,GO:0030593,biological_process,neutrophil chemotaxis
P10145,GO:0030593,biological_process,neutrophil chemotaxis
P10145,GO:0030593,biological_process,neutrophil chemotaxis
P10145,GO:0030593,biological_process,neutrophil chemotaxis
P10145,GO:0031623,biological_process,receptor internalization
P10145,GO:0032642,biological_process,regulation of chemokine production
P10145,GO:0034976,biological_process,response to endoplasmic reticulum stress
P10145,GO:0035556,biological_process,intracellular signal transduction
P10145,GO:0042119,biological_process,neutrophil activation
P10145,GO:0042119,biological_process,neutrophil activation
P10145,GO:0042119,biological_process,neutrophil activation
P10145,GO:0042119,biological_process,neutrophil activation
P10145,GO:0044344,biological_process,cellular response to fibroblast growth factor stimulus
P10145,GO:0045091,biological_process,regulation of single stranded viral RNA replication via double stranded DNA intermediate
P10145,GO:0045730,biological_process,respiratory burst
P10145,GO:0045744,biological_process,negative regulation of G protein-coupled receptor signaling pathway
P10145,GO:0045766,biological_process,positive regulation of angiogenesis
P10145,GO:0048566,biological_process,embryonic digestive tract development
P10145,GO:0050920,biological_process,regulation of chemotaxis
P10145,GO:0050930,biological_process,induction of positive chemotaxis
P10145,GO:0061844,biological_process,antimicrobial humoral immune response mediated by antimicrobial peptide
P10145,GO:0071222,biological_process,cellular response to lipopolysaccharide
P10145,GO:0071222,biological_process,cellular response to lipopolysaccharide
P10145,GO:0071347,biological_process,cellular response to interleukin-1
P10145,GO:0071356,biological_process,cellular response to tumor necrosis factor
P10145,GO:0090023,biological_process,positive regulation of neutrophil chemotaxis
P10145,GO:2000535,biological_process,regulation of entry of bacterium into host cell
P10145,GO:0005615,cellular_component,obsolete extracellular space
P10145,GO:0016020,cellular_component,membrane
P10145,GO:0005576,cellular_component,extracellular region
P10145,GO:0005576,cellular_component,extracellular region
P10145,GO:0005576,cellular_component,extracellular region
P10145,GO:0005576,cellular_component,extracellular region
P10145,GO:0005576,cellular_component,extracellular region
P10145,GO:0005576,cellular_component,extracellular region
P10145,GO:0005576,cellular_component,extracellular region
P10145,GO:0005576,cellular_component,extracellular region
P10145,GO:0005576,cellular_component,extracellular region
P10145,GO:0005576,cellular_component,extracellular region
P10145,GO:0005576,cellular_component,extracellular region
P10145,GO:0005615,cellular_component,obsolete extracellular space
P11712,GO:0004497,molecular_function,monooxygenase activity
P11712,GO:0004497,molecular_function,monooxygenase activity
P11712,GO:0004497,molecular_function,monooxygenase activity
P11712,GO:0004497,molecular_function,monooxygenase activity
P11712,GO:0004497,molecular_function,monooxygenase activity
P11712,GO:0004497,molecular_function,monooxygenase activity
P11712,GO:0004497,molecular_function,monooxygenase activity
P11712,GO:0004497,molecular_function,monooxygenase activity
P11712,GO:0004497,molecular_function,monooxygenase activity
P11712,GO:0004497,molecular_function,monooxygenase activity
P11712,GO:0004497,molecular_function,monooxygenase activity
P11712,GO:0004497,molecular_function,monooxygenase activity
P11712,GO:0005506,molecular_function,iron ion binding
P11712,GO:0008392,molecular_function,arachidonate epoxygenase activity
P11712,GO:0008395,molecular_function,steroid hydroxylase activity
P11712,GO:0008404,molecular_function,"arachidonate 14,15-epoxygenase activity"
P11712,GO:0008405,molecular_function,"arachidonate 11,12-epoxygenase activity"
P11712,GO:0016491,molecular_function,oxidoreductase activity
P11712,GO:0016491,molecular_function,oxidoreductase activity
P11712,GO:0016705,molecular_function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
P11712,GO:0016712,molecular_function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
P11712,GO:0016712,molecular_function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
P11712,GO:0018675,molecular_function,(S)-limonene 6-monooxygenase activity
P11712,GO:0018676,molecular_function,(S)-limonene 7-monooxygenase activity
P11712,GO:0020037,molecular_function,heme binding
P11712,GO:0020037,molecular_function,heme binding
P11712,GO:0034875,molecular_function,caffeine oxidase activity
P11712,GO:0052741,molecular_function,(R)-limonene 6-monooxygenase activity
P11712,GO:0101021,molecular_function,estrogen 2-hydroxylase activity
P11712,GO:0006721,biological_process,terpenoid metabolic process
P11712,GO:0006805,biological_process,xenobiotic metabolic process
P11712,GO:0006805,biological_process,xenobiotic metabolic process
P11712,GO:0006805,biological_process,xenobiotic metabolic process
P11712,GO:0006805,biological_process,xenobiotic metabolic process
P11712,GO:0006805,biological_process,xenobiotic metabolic process
P11712,GO:0006805,biological_process,xenobiotic metabolic process
P11712,GO:0008202,biological_process,steroid metabolic process
P11712,GO:0008203,biological_process,cholesterol metabolic process
P11712,GO:0008210,biological_process,estrogen metabolic process
P11712,GO:0016098,biological_process,monoterpenoid metabolic process
P11712,GO:0019369,biological_process,arachidonate metabolic process
P11712,GO:0019373,biological_process,epoxygenase P450 pathway
P11712,GO:0019373,biological_process,epoxygenase P450 pathway
P11712,GO:0019373,biological_process,epoxygenase P450 pathway
P11712,GO:0019627,biological_process,urea metabolic process
P11712,GO:0032787,biological_process,monocarboxylic acid metabolic process
P11712,GO:0032787,biological_process,monocarboxylic acid metabolic process
P11712,GO:0042178,biological_process,xenobiotic catabolic process
P11712,GO:0042178,biological_process,xenobiotic catabolic process
P11712,GO:0042178,biological_process,xenobiotic catabolic process
P11712,GO:0042759,biological_process,long-chain fatty acid biosynthetic process
P11712,GO:0046456,biological_process,icosanoid biosynthetic process
P11712,GO:0070989,biological_process,oxidative demethylation
P11712,GO:0090346,biological_process,organofluorine metabolic process
P11712,GO:0097267,biological_process,omega-hydroxylase P450 pathway
P11712,GO:0005737,cellular_component,cytoplasm
P11712,GO:0005789,cellular_component,endoplasmic reticulum membrane
P11712,GO:0005789,cellular_component,endoplasmic reticulum membrane
P11712,GO:0005789,cellular_component,endoplasmic reticulum membrane
P11712,GO:0005789,cellular_component,endoplasmic reticulum membrane
P11712,GO:0005789,cellular_component,endoplasmic reticulum membrane
P11712,GO:0005789,cellular_component,endoplasmic reticulum membrane
P11712,GO:0005789,cellular_component,endoplasmic reticulum membrane
P11712,GO:0005789,cellular_component,endoplasmic reticulum membrane
P11712,GO:0005789,cellular_component,endoplasmic reticulum membrane
P11712,GO:0043231,cellular_component,intracellular membrane-bounded organelle
P11712,GO:0043231,cellular_component,intracellular membrane-bounded organelle
P11712,GO:0043231,cellular_component,intracellular membrane-bounded organelle
P11802,GO:0004672,molecular_function,protein kinase activity
P11802,GO:0004693,molecular_function,cyclin-dependent protein serine/threonine kinase activity
P11802,GO:0004693,molecular_function,cyclin-dependent protein serine/threonine kinase activity
P11802,GO:0004693,molecular_function,cyclin-dependent protein serine/threonine kinase activity
P11802,GO:0004693,molecular_function,cyclin-dependent protein serine/threonine kinase activity
P11802,GO:0004693,molecular_function,cyclin-dependent protein serine/threonine kinase activity
P11802,GO:0004693,molecular_function,cyclin-dependent protein serine/threonine kinase activity
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
P11802,GO:0005515,molecular_function,protein binding
